window,hidden,lr,weight_decay,batch,loss,config_id,seed,train_end,validation_end,best_epoch,epochs_run,naive_mae,mae,gain_percent
20,16,0.001,0.0,256,mse,263,42,874,999,3,13,5.986080000000007,5.983476496016578,0.04349263597261954
10,24,0.0001,0.01,64,mae,264,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,3e-05,0.01,64,mae,265,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0003,0.01,256,mae,267,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0003,0.01,32,mse,262,42,874,999,1,11,5.986080000000007,5.984202882690925,0.0313580391355095
10,64,0.001,0.0,64,mae,266,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.0001,0.1,256,mae,271,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.003,0.001,64,mae,270,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0003,0.001,32,mae,269,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,4,0.001,0.001,256,mse,272,42,874,999,1,11,5.986080000000007,5.985985447350231,0.0015795420337916255
10,16,0.001,0.001,64,mae,273,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0001,0.0,256,mae,276,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.001,0.1,64,mae,274,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.001,0.1,32,mae,275,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.001,0.001,32,mae,278,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.003,0.001,64,mse,279,42,874,999,1,11,5.986080000000007,5.982676126006183,0.056863155751751826
10,8,0.003,0.001,32,mse,277,42,874,999,11,21,5.986080000000007,5.984335530670016,0.02914209850171101
60,8,3e-05,0.001,64,mae,282,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.003,0.0,64,mse,268,42,874,999,22,32,5.986080000000007,5.982809251610044,0.05463923619402067
60,16,0.001,0.01,256,mae,283,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,3e-05,0.1,256,mae,285,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,3e-05,0.001,32,mae,284,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0001,0.001,32,mse,280,42,874,999,2,12,5.986080000000007,5.9844812414992266,0.026707937427850048
30,64,0.0001,0.0,256,mse,281,42,874,999,5,15,5.986080000000007,5.984389503366136,0.028240461769168945
60,4,3e-05,0.001,256,mae,286,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.003,0.0,256,mse,289,42,874,999,8,18,5.986080000000007,5.982933242163357,0.05256792152210643
10,64,0.0001,0.0,64,mse,288,42,874,999,3,13,5.986080000000007,5.984368789571743,0.028586494471583013
10,4,0.0001,0.0,256,mse,292,42,874,999,14,24,5.986080000000007,5.983769543010201,0.03859716191241258
60,16,0.0001,0.001,64,mse,287,42,874,999,18,28,5.986080000000007,5.984283929833362,0.03000411231800504
20,24,3e-05,0.1,32,mae,293,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.0003,0.0,256,mse,295,42,874,999,1,11,5.986080000000007,5.98575557559958,0.005419646921323018
60,16,0.0001,0.0,64,mse,290,42,874,999,18,28,5.986080000000007,5.984283733307801,0.030007395360676092
30,8,0.0003,0.1,64,mae,294,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,3e-05,0.1,32,mse,291,42,874,999,22,32,5.986080000000007,5.984385179803741,0.02831268870890913
5,24,0.0001,0.0,256,mse,297,42,874,999,1,11,5.986080000000007,5.985660103480784,0.00701454907423571
20,16,0.0001,0.0,64,mae,296,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,3e-05,0.01,256,mae,300,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,3e-05,0.01,256,mae,298,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.001,0.001,256,mae,301,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.003,0.01,256,mse,303,42,874,999,5,15,5.986080000000007,5.9833177315523915,0.04614486354368452
20,4,3e-05,0.01,64,mse,302,42,874,999,11,21,5.986080000000007,5.984821426436925,0.021025004060792885
10,32,0.003,0.0,64,mse,305,42,874,999,4,14,5.986080000000007,5.983298786488064,0.046461348861759344
30,64,3e-05,0.0,64,mae,299,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.0001,0.001,32,mse,304,42,874,999,1,11,5.986080000000007,5.985400925567475,0.011344225812748299
20,16,3e-05,0.0,32,mae,306,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0003,0.001,64,mae,307,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0003,0.1,256,mae,311,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0001,0.001,32,mae,308,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.0003,0.001,256,mae,312,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.003,0.001,64,mae,310,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0001,0.0,256,mse,309,42,874,999,3,13,5.986080000000007,5.985105052130337,0.01628691680816141
10,16,0.0001,0.001,256,mae,315,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0003,0.01,32,mae,313,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.003,0.1,256,mse,316,42,874,999,2,12,5.986080000000007,5.984198850528699,0.03142539811209488
5,32,0.0001,0.01,32,mse,318,42,874,999,1,11,5.986080000000007,5.986028560721346,0.0008593149216418183
60,24,3e-05,0.0,32,mae,314,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.001,0.1,64,mse,319,42,874,999,1,11,5.986080000000007,5.985162826308491,0.01532177470926488
20,64,0.0001,0.1,32,mae,317,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.0003,0.0,32,mse,320,42,874,999,2,12,5.986080000000007,5.984476877818778,0.02678083455667224
60,4,0.0003,0.01,32,mae,321,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0001,0.001,64,mse,322,42,874,999,3,13,5.986080000000007,5.984368868181966,0.028585181254525693
10,32,0.001,0.001,32,mae,324,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.003,0.01,64,mae,327,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,64,3e-05,0.01,32,mse,323,42,874,999,1,11,5.986080000000007,5.9857758963428624,0.005080180304051218
5,4,3e-05,0.0,64,mse,326,42,874,999,38,48,5.986080000000007,5.984208659729549,0.031261531260162734
30,64,3e-05,0.001,32,mse,325,42,874,999,1,11,5.986080000000007,5.985775778427524,0.00508215012969826
60,8,3e-05,0.01,64,mse,328,42,874,999,9,19,5.986080000000007,5.985874434260453,0.0034340626846596223
5,24,0.0001,0.0,64,mse,330,42,874,999,9,19,5.986080000000007,5.984466894320151,0.026947613126737657
5,16,0.0003,0.0,256,mse,331,42,874,999,11,21,5.986080000000007,5.9833356153786825,0.04584610665618882
5,8,3e-05,0.01,64,mse,334,42,874,999,1,11,5.986080000000007,5.9860463548235145,0.0005620569135889042
20,64,0.003,0.1,32,mae,329,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.0003,0.001,64,mae,333,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.001,0.0,256,mse,335,42,874,999,8,18,5.986080000000007,5.983140503986171,0.049105525048720455
20,64,0.0003,0.001,256,mse,332,42,874,999,2,12,5.986080000000007,5.9854764854455755,0.01008196606847589
10,64,0.001,0.1,256,mae,337,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.001,0.01,64,mse,339,42,874,999,2,12,5.986080000000007,5.984214079497582,0.03117099174125837
60,16,0.0001,0.001,64,mae,336,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,3e-05,0.1,64,mae,340,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.003,0.1,256,mse,341,42,874,999,5,15,5.986080000000007,5.984479410423312,0.026738526326008927
20,16,0.001,0.01,32,mae,342,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.001,0.01,256,mse,345,42,874,999,3,13,5.986080000000007,5.984284121208437,0.030000915316374943
20,64,0.003,0.0,256,mae,343,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.0003,0.1,32,mae,347,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.003,0.0,32,mae,338,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,24,0.0001,0.01,32,mae,348,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0003,0.1,256,mse,349,42,874,999,2,12,5.986080000000007,5.985264591582878,0.013621742728620045
60,32,0.0003,0.0,64,mse,346,42,874,999,4,14,5.986080000000007,5.984502858498297,0.02634681630900859
30,4,0.0003,0.0,32,mse,344,42,874,999,22,32,5.986080000000007,5.983035806279781,0.05085454454712979
5,64,0.003,0.1,64,mse,352,42,874,999,6,16,5.986080000000007,5.984335379412978,0.029144625314547756
20,4,0.0001,0.1,32,mse,351,42,874,999,5,15,5.986080000000007,5.984536464369668,0.02578541600410933
5,16,0.001,0.01,64,mae,355,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,0.001,0.0,64,mse,354,42,874,999,2,12,5.986080000000007,5.983943856847589,0.035685175480748565
20,32,0.0003,0.0,256,mae,356,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,3e-05,0.01,256,mse,353,42,874,999,6,16,5.986080000000007,5.985354994155077,0.012111529497271789
30,16,3e-05,0.01,32,mae,358,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.001,0.01,64,mse,357,42,874,999,6,16,5.986080000000007,5.985249105368468,0.01388044649485165
30,16,0.003,0.0,256,mse,359,42,874,999,5,15,5.986080000000007,5.9829844626886555,0.05171226096797321
30,16,0.0003,0.001,32,mse,350,42,874,999,33,43,5.986080000000007,5.983229444679911,0.04761973311576684
30,4,0.003,0.01,32,mse,361,42,874,999,4,14,5.986080000000007,5.983238289143222,0.047471982612745656
20,24,0.001,0.01,64,mae,363,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,3e-05,0.0,256,mae,365,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.0003,0.001,256,mae,366,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.0001,0.01,64,mse,362,42,874,999,18,28,5.986080000000007,5.984284362189601,0.029996889624039902
5,16,0.0003,0.001,32,mae,367,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.001,0.1,32,mse,360,42,874,999,20,30,5.986080000000007,5.983144455912312,0.049039506449888304
10,64,0.003,0.1,256,mae,368,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,16,0.0003,0.1,256,mae,370,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,3e-05,0.01,256,mse,371,42,874,999,1,11,5.986080000000007,5.9860406555821735,0.0006572651523817363
5,4,0.0001,0.01,64,mse,369,42,874,999,11,21,5.986080000000007,5.984198519823416,0.031430922683806095
10,24,0.001,0.01,64,mae,373,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.0001,0.1,256,mae,372,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0003,0.1,256,mse,374,42,874,999,6,16,5.986080000000007,5.983162330250578,0.04874090806386011
30,8,0.0003,0.001,64,mae,375,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,3e-05,0.0,256,mae,377,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.001,0.0,256,mse,376,42,874,999,2,12,5.986080000000007,5.984842455485168,0.020673704909379698
30,16,0.003,0.001,256,mae,378,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.001,0.0,256,mae,381,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.003,0.1,64,mse,364,42,874,999,18,28,5.986080000000007,5.98331720188273,0.04615371189956585
10,32,0.0003,0.01,256,mse,382,42,874,999,6,16,5.986080000000007,5.983901568883848,0.036391613813369084
10,4,0.001,0.001,256,mse,384,42,874,999,3,13,5.986080000000007,5.983444135981967,0.04403322404713528
20,64,3e-05,0.001,64,mae,379,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.0001,0.001,256,mse,383,42,874,999,2,12,5.986080000000007,5.9854092352106365,0.011205409706704916
5,64,3e-05,0.01,32,mse,386,42,874,999,1,11,5.986080000000007,5.9858139043868706,0.004445239842043591
60,24,0.0001,0.1,64,mse,380,42,874,999,9,19,5.986080000000007,5.984832943647889,0.02083260417700128
30,24,3e-05,0.01,256,mae,388,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0003,0.0,256,mse,389,42,874,999,2,12,5.986080000000007,5.9854764854455755,0.01008196606847589
60,24,0.001,0.0,32,mae,387,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.0001,0.001,64,mae,391,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.0001,0.0,32,mse,390,42,874,999,11,21,5.986080000000007,5.984238100071924,0.030769717880207992
60,64,0.001,0.0,64,mse,385,42,874,999,2,12,5.986080000000007,5.983633783963802,0.04086507424233554
30,32,0.0001,0.001,64,mse,392,42,874,999,1,11,5.986080000000007,5.985565103023322,0.008601571924959917
5,32,0.001,0.1,64,mse,395,42,874,999,2,12,5.986080000000007,5.983955687686532,0.03548753630883139
10,64,0.0003,0.0,256,mse,397,42,874,999,4,14,5.986080000000007,5.983325603688832,0.04601335617258062
60,32,3e-05,0.001,32,mae,394,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.003,0.1,32,mse,396,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,32,3e-05,0.01,256,mae,400,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.001,0.01,32,mae,399,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.001,0.1,64,mae,398,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.001,0.0,256,mae,393,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.001,0.001,64,mae,403,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.001,0.01,64,mse,402,42,874,999,2,12,5.986080000000007,5.983679613725231,0.04009946868027692
10,16,0.003,0.1,32,mse,401,42,874,999,5,15,5.986080000000007,5.983598857982968,0.04144852753453776
10,16,0.0003,0.0,256,mae,406,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.003,0.0,256,mse,404,42,874,999,6,16,5.986080000000007,5.983215924534077,0.04784559287430712
10,16,3e-05,0.001,256,mse,409,42,874,999,1,11,5.986080000000007,5.986072217587698,0.0001300084915167865
5,8,0.0001,0.001,64,mae,408,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0001,0.001,32,mse,407,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0003,0.01,256,mse,405,42,874,999,4,14,5.986080000000007,5.984161375678952,0.03205143133828692
30,16,0.0003,0.001,32,mae,412,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,0.0003,0.01,32,mae,413,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.003,0.0,32,mae,411,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,8,0.003,0.01,256,mae,416,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0001,0.1,256,mae,417,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.003,0.0,32,mse,415,42,874,999,11,21,5.986080000000007,5.98433533414446,0.02914538154430435
10,16,0.001,0.0,256,mae,419,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.001,0.0,256,mse,420,42,874,999,12,22,5.986080000000007,5.983362027601491,0.04540487929522996
60,16,0.0003,0.0,64,mse,421,42,874,999,7,17,5.986080000000007,5.984247140247857,0.030618697915008042
60,24,0.0003,0.01,256,mse,422,42,874,999,1,11,5.986080000000007,5.985739082903686,0.00569516438673201
20,32,0.0003,0.01,256,mae,423,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.003,0.1,256,mse,418,42,874,999,5,15,5.986080000000007,5.985097584158923,0.01641167243144892
60,16,0.003,0.0,256,mse,424,42,874,999,2,12,5.986080000000007,5.984183600144956,0.031680162227232245
10,32,0.0001,0.1,64,mse,426,42,874,999,5,15,5.986080000000007,5.984475188511877,0.026809055143439675
60,64,3e-05,0.0,64,mse,410,42,874,999,18,28,5.986080000000007,5.984612677796182,0.024512238456975144
60,16,0.0001,0.001,32,mse,425,42,874,999,1,11,5.986080000000007,5.985965633235879,0.0019105452003342904
5,64,0.003,0.0,256,mae,429,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,3e-05,0.01,32,mae,427,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,3e-05,0.01,64,mse,414,42,874,999,18,28,5.986080000000007,5.9846126384910745,0.02451289506543164
60,16,0.0001,0.01,256,mae,431,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,16,0.0001,0.0,32,mae,430,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,24,0.0003,0.0,256,mae,434,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.003,0.1,256,mae,435,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,32,3e-05,0.01,256,mse,436,42,874,999,1,11,5.986080000000007,5.98597674546887,0.001724910644995692
20,32,0.003,0.1,64,mae,432,42,874,999,3,13,5.986080000000007,5.985243760686075,0.013969731676366504
30,32,0.001,0.0,64,mse,433,42,874,999,1,11,5.986080000000007,5.983959584043172,0.03542244602203759
10,32,0.001,0.01,64,mae,437,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0001,0.001,256,mae,439,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,64,0.0003,0.1,64,mae,428,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.0001,0.01,64,mse,440,42,874,999,1,11,5.986080000000007,5.985700666357116,0.0063369290569381675
30,16,0.003,0.0,64,mae,441,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,4,3e-05,0.1,32,mae,442,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,8,0.0001,0.0,64,mae,443,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,32,0.0001,0.0,256,mae,444,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.0003,0.001,256,mse,447,42,874,999,1,11,5.986080000000007,5.98575557559958,0.005419646921323018
10,24,0.001,0.1,64,mse,448,42,874,999,2,12,5.986080000000007,5.984053011483169,0.033861701093840235
20,32,0.003,0.0,64,mse,445,42,874,999,8,18,5.986080000000007,5.983160964059663,0.04876373086133423
20,8,0.0003,0.0,64,mae,449,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.0001,0.01,256,mae,451,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0001,0.0,32,mse,446,42,874,999,12,22,5.986080000000007,5.983854285646187,0.037181500311067595
60,24,0.0003,0.1,32,mse,438,42,874,999,13,23,5.986080000000007,5.983956792567229,0.03546907880914718
60,8,0.003,0.001,32,mae,450,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,16,0.0001,0.001,64,mae,454,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,16,0.0003,0.001,256,mse,453,42,874,999,7,17,5.986080000000007,5.983912928061425,0.0362018539441844
30,24,3e-05,0.001,32,mse,452,42,874,999,1,11,5.986080000000007,5.98586901015492,0.0035246746633466053
30,24,0.001,0.0,32,mae,457,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,0.0003,0.001,32,mse,458,42,874,999,2,12,5.986080000000007,5.984570030935933,0.025224672307666562
5,4,3e-05,0.01,64,mse,455,42,874,999,38,48,5.986080000000007,5.984208345288658,0.0312667841283365
60,8,0.001,0.001,64,mse,459,42,874,999,3,13,5.986080000000007,5.983799769454828,0.03809221636161819
60,32,0.001,0.1,64,mse,456,42,874,999,6,16,5.986080000000007,5.9851921522601295,0.014831872274978508
5,4,0.0001,0.001,32,mae,462,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,4,3e-05,0.001,32,mae,463,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,64,0.0001,0.01,32,mae,460,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,64,0.0001,0.0,64,mae,464,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,0.0001,0.0,32,mae,465,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,4,0.001,0.1,32,mse,467,42,874,999,7,17,5.986080000000007,5.98322142724987,0.0477536676779744
20,64,0.001,0.0,64,mse,466,42,874,999,1,11,5.986080000000007,5.982646293425625,0.05736152163656749
5,8,0.0001,0.01,64,mse,468,42,874,999,20,30,5.986080000000007,5.9841002570416,0.03307244404363585
30,24,0.0001,0.01,32,mse,469,42,874,999,1,11,5.986080000000007,5.985400964872586,0.011343569204247395
30,4,0.0001,0.001,64,mae,471,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.0003,0.1,64,mae,472,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.0003,0.0,64,mse,470,42,874,999,4,14,5.986080000000007,5.984791004279672,0.021533219073843757
20,24,0.0003,0.0,32,mae,475,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,3e-05,0.0,256,mse,473,42,874,999,50,60,5.986080000000007,5.984701232215148,0.02303289940761566
10,24,0.003,0.001,256,mae,476,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,24,0.003,0.01,32,mae,474,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.003,0.01,32,mae,478,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,0.0001,0.1,32,mse,477,42,874,999,1,11,5.986080000000007,5.9854013186186,0.01133765972735068
60,64,0.001,0.1,32,mse,461,42,874,999,12,22,5.986080000000007,5.983309005817362,0.046290630640510866
30,4,0.0003,0.001,64,mae,481,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,64,3e-05,0.1,64,mae,480,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
5,8,0.0001,0.01,256,mae,483,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,32,0.001,0.001,32,mae,479,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,4,0.003,0.01,32,mae,484,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,24,0.0003,0.001,64,mse,486,42,874,999,2,12,5.986080000000007,5.98515768167627,0.015407717967974577
60,24,0.0003,0.1,64,mae,485,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,32,3e-05,0.0,64,mse,482,42,874,999,9,19,5.986080000000007,5.984830428120676,0.020874627123779188
20,16,0.003,0.1,32,mae,488,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
30,24,3e-05,0.0,32,mae,489,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
60,16,0.003,0.01,32,mse,487,42,874,999,5,15,5.986080000000007,5.983791217204642,0.03823508532070363
5,64,0.003,0.001,32,mae,491,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
20,8,0.0003,0.0,256,mae,494,42,874,999,0,10,5.986080000000007,5.986080000000007,0.0
10,8,0.001,0.001,64,mse,493,42,874,999,2,12,5.986080000000007,5.984213411310659,0.03118215408661751
